ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
UDS_5928,-99.16212759254037,-100.0752711437549,-100.58480900597237,-99.16179231903017,-100.074966531009,-100.58306472426743,0.4326
UDS_5930,-103.99308781560065,-104.67925957811701,-105.0770037950236,-103.99308781560065,-104.67925957811701,-105.0770037950236,0.9841
UDS_5931,-102.52320511337003,-103.2689770314098,-103.7281762926902,-102.49943132678905,-103.24193530927926,-103.68049603712024,0.5412
UDS_5938,-103.55283931139132,-104.45374188293123,-104.963289860185,-103.55283931139132,-104.45374188293123,-104.963289860185,0.714
UDS_5942,-102.59087001539976,-104.00769183964857,-104.9868709577685,-102.44979373094985,-103.92352644631393,-104.89550980414873,0.9052
UDS_5943,-101.03513709297218,-101.81701628708474,-102.30582570648738,-101.0349327480487,-101.81680676703287,-102.3046030618756,0.4621
UDS_5950,-103.23839971558021,-103.98090665036779,-104.41972113071287,-103.23835299338343,-103.98085697587364,-104.4194177037146,0.5739
UDS_5951,-103.73510562021306,-104.37648553985483,-104.83520598309192,-103.44693660280718,-104.13310836532355,-104.53085258223014,2.1646
UDS_5959,-103.41122637491546,-104.42006232415862,-105.0396345134775,-103.41122637491546,-104.42006232415862,-105.0396345134775,0.6626
UDS_5965,-104.81530666523427,-105.29477184998657,-105.7419194976916,-104.63494392386164,-105.02200396922251,-105.20104674152313,1.8787
UDS_5966,-100.22053650882427,-100.67753212295,-100.83811044095361,-100.22053650882427,-100.67753212295,-100.83811044095361,0.3224
UDS_5972,-101.4970437957595,-102.18625119372325,-102.56241041954704,-101.49686816592629,-102.18605506924058,-102.56114078535725,0.6524
UDS_5976,-102.93090732440974,-103.45814574355217,-104.38596233949612,-101.30352278269933,-102.68416639156956,-104.02738398700562,2.1845
UDS_5985,-103.84988686563106,-104.55216124073453,-104.96161035996197,-103.84988686563106,-104.55216124073453,-104.96161035996197,1.7392
UDS_5987,-103.17316503269396,-103.91566901518416,-104.35422974302514,-103.17316503269396,-103.91566901518416,-104.35422974302514,1.115
UDS_5989,-102.4688587263692,-102.83362032041384,-102.98225157468644,-102.4401748809355,-102.78696513321313,-102.87051770047506,2.3032
UDS_6003,-103.95897766722939,-105.08519179953724,-106.1184575788805,-103.53205146686706,-104.94279581182143,-106.04949402744768,1.5052
UDS_6004,-104.74894652370898,-105.12767904451685,-105.49441968338981,-103.79186657496724,-104.30175053939962,-104.52750412477408,3.4112
UDS_6006,-103.46999588252253,-103.73480915274256,-103.97234038942995,-102.6582006323278,-103.10506663632788,-103.30615552487649,2.2193
UDS_6012,-100.30255839991129,-100.65515405347665,-101.22077786312452,-100.30254004555125,-100.65512610775777,-101.22062598810098,0.5607
UDS_6020,-101.42755145126772,-102.03321893928137,-102.32760499329105,-101.42755145126772,-102.03321893928137,-102.32760499329105,0.8806
UDS_6026,-99.22823607856148,-100.31335387461704,-101.38253597578513,-98.82132185050979,-100.16226916669945,-101.30793537665906,0.7335
UDS_6033,-103.6260045304388,-104.36851160138106,-104.8073377828918,-103.62595565344608,-104.36845963593629,-104.80702036377728,0.8158
UDS_6040,-103.0796916289892,-103.94056977141537,-104.53973182339821,-102.75363417416939,-103.76247012341254,-104.3820423127314,1.3587
UDS_6043,-104.42606211711066,-104.91689455219154,-105.44137534838902,-103.34902838462952,-103.8589123490619,-104.08466593443637,3.2312
UDS_6044,-102.55088466387134,-104.17065389898012,-105.70911602116988,-102.55088466387134,-104.17065389898012,-105.70911602116988,0.6605
UDS_6049,-103.35214382006555,-103.40285742988829,-103.61085659414312,-103.33882137987375,-103.37590309193529,-103.38843879631065,3.2681
UDS_6052,-101.30635995081752,-101.94640476015562,-102.38531048391359,-101.17971694886396,-101.78538443687762,-102.07977049088728,1.1673
UDS_6058,-101.65316081836956,-102.4206106599619,-102.9701590108109,-101.53910322763592,-102.29284045174302,-102.7567734299117,1.0992
UDS_6059,-102.93340446411513,-103.5167110642589,-104.52869675018782,-102.9310734633302,-103.4779218831506,-103.84246351762192,2.0685
UDS_6060,-104.06515657432706,-104.17661469117076,-104.45666269864,-102.43423523977353,-102.47131695183509,-102.48385265621042,3.3679
UDS_6062,-102.75739719649776,-103.39122313162277,-104.05100769947987,-102.58807349173708,-103.24591926522943,-103.90390580568022,3.5023
UDS_6079,-103.05627799365683,-103.91801830244894,-104.64551326207928,-102.8994394103467,-103.81013809062772,-104.54324449999889,2.2996
UDS_6083,-104.45679876811303,-105.43608597564103,-106.66992328756933,-104.34180525949188,-105.37747208468491,-106.64112787066493,2.4097
UDS_6089,-103.4263986277921,-104.41240904544273,-105.39523158199279,-102.74159026415425,-104.15233460910862,-105.25903282473487,2.0451
UDS_6093,-100.78784435498305,-101.47709959151854,-101.8557604003744,-100.78725864683403,-101.47644555014833,-101.85153126626501,0.7938
UDS_6097,-104.19725953238725,-106.06343277743213,-107.51459709149208,-104.19130528738555,-106.06118771503634,-107.50919216112777,0.8749
UDS_6100,-97.96008518736896,-99.10073800505371,-99.9343137783604,-97.95991793595768,-99.0990988304528,-99.90823295765486,0.343
UDS_6101,-102.00299654344606,-102.4170926739358,-102.52518914203185,-102.00299654344606,-102.4170926739358,-102.52518914203185,1.0863
UDS_6105,-100.50631905139397,-100.91595570631965,-101.57570267205824,-100.4472056563705,-100.87303451948372,-101.54556518836598,0.6425
UDS_6110,-103.85104005367745,-104.71795819708709,-105.21962451630701,-103.75898218216568,-104.67215639414448,-105.18025458740294,1.6101
UDS_6113,-103.6662793651731,-104.05216855709986,-104.45546938184754,-103.6550137849651,-103.99766610486806,-104.11368372265925,2.6562
UDS_6116,-104.28006729776544,-105.28884027459839,-105.90971167028047,-104.27969260182537,-105.28852855106854,-105.90810074038741,0.8984
UDS_6118,-100.48397777263821,-101.17350484563514,-101.55042650431362,-100.48224512796895,-101.17143203128325,-101.54651774739992,0.4623
UDS_6127,-101.50851851797691,-101.96499434109894,-102.37270332740543,-101.50851851797691,-101.96499434109894,-102.37270332740543,0.6207
UDS_6130,-103.21858565017017,-104.95170439232845,-106.37000289714571,-102.97854699698132,-104.84842942463212,-106.29643387072355,1.0797
UDS_6133,-103.69667751224647,-104.74940051383301,-105.63036454926028,-103.65615981556653,-104.7322353499517,-105.61996201328856,1.5733
UDS_6153,-102.88519258157032,-103.57437948488462,-103.94946520100129,-102.88519258157032,-103.57437948488462,-103.94946520100129,0.9926
UDS_6163,-103.23039896722764,-103.72611212185694,-104.69277065397968,-103.09625497154963,-103.54312097554968,-103.74420986409831,3.4439
UDS_6170,-101.989019981388,-102.57865436812543,-102.86373598704797,-101.98866497629103,-102.57821984877845,-102.86067474630812,1.1058
UDS_6182,-102.60916552386006,-102.9601548820716,-103.04227321431182,-102.60916552386006,-102.9601548820716,-103.04227321431182,1.5191
UDS_6185,-101.21442931241415,-101.90362532532788,-102.27918833579793,-101.21435125120307,-101.90353815451735,-102.27862387063404,0.6863
UDS_6188,-100.19777860104944,-100.93629180431057,-101.37351021059912,-100.19777860104944,-100.93629180431057,-101.37351021059912,0.4596
UDS_6201,-103.37252349812127,-104.00855378317907,-104.65752671357706,-103.3195856036955,-103.97743137718786,-104.63541791763865,2.3821
UDS_6211,-104.45855595139332,-105.83818165995245,-107.18264375239733,-104.44649710664903,-105.82714071551926,-107.17035831095531,0.8984
UDS_6213,-102.55357338624044,-103.93376664510754,-104.7983318229317,-102.55318010220108,-103.93353425950241,-104.79737258947425,0.641
UDS_6219,-100.67842336012168,-101.6871290960705,-102.30938613142159,-100.67764845133469,-101.68648440057785,-102.30605658989673,0.9053
UDS_6220,-103.5593282371639,-104.67656404650937,-105.6042339696704,-103.51240127715877,-104.65891361302877,-105.59452936084332,1.5342
UDS_6231,-105.33532323786388,-106.28263552968227,-107.01267027040267,-105.33532323786388,-106.28263552968227,-107.01267027040267,1.3974
UDS_6242,-104.88635328211346,-105.68937720512318,-106.38758934397623,-104.83736998056656,-105.66471365497819,-106.37083721777171,4.2959
UDS_6243,-103.43808161553822,-104.04374910355187,-104.33813515756155,-103.43808161553822,-104.04374910355187,-104.33813515756155,1.0997
UDS_6247,-101.46394407399148,-102.06166321919277,-102.4927467338239,-101.06803888803243,-101.71397759971526,-102.03802129087853,1.2492
UDS_6254,-104.4508865443271,-105.26739047929999,-105.76168075664098,-104.25375238520475,-105.16692659718358,-105.67502479044201,1.4155
UDS_6258,-103.75224237576805,-104.1669139220387,-104.40184513778445,-103.59018536913811,-104.02569379658618,-104.22229629103903,2.3105
UDS_6260,-103.00603472343533,-103.18877256734025,-103.20278422706335,-103.00603472343533,-103.18877256734025,-103.20278422706335,1.5369
UDS_6280,-103.98282292145592,-104.63175914631877,-104.97743778446186,-103.98282292145592,-104.63175914631877,-104.97743778446186,0.8366
UDS_6289,-105.2563209486999,-106.19648499684119,-107.43495497919972,-105.2563209486999,-106.19648499684119,-107.43495497919972,2.3839
UDS_6295,-100.22796077352454,-100.73787332755215,-100.96439018402234,-100.22787064356126,-100.73775460799365,-100.96350819336811,0.5621
UDS_6298,-102.10080201444306,-103.06205682959555,-103.68547091507102,-101.9729195906126,-102.98175553985575,-103.60132772917461,1.5264
UDS_6300,-104.84608477114202,-105.05340933867535,-105.4542933232083,-101.93723256950749,-102.84793124978853,-103.5810376591597,3.6927
UDS_6301,-100.71069879209645,-102.18443150746052,-103.15641486529532,-100.71069879209645,-102.18443150746052,-103.15641486529532,0.5841
UDS_6304,-102.43731616293415,-103.39331342499476,-103.95105700213512,-102.43731616293415,-103.39331342499476,-103.95105700213512,0.4252
UDS_6308,-104.14230330585954,-104.6538799333164,-104.92389029616767,-104.13695006559571,-104.64683403002809,-104.87258761540258,2.1467
UDS_6310,-102.83807580759418,-103.16869251549764,-103.24230485099443,-102.83807580759418,-103.16869251549764,-103.24230485099443,1.7195
UDS_6316,-101.18958018710187,-101.93208416959207,-102.37064489743305,-101.18958018710187,-101.93208416959207,-102.37064489743305,0.8024
UDS_6319,-101.50295900387286,-101.95086729005475,-102.19631313775773,-101.50295900387286,-101.95086729005475,-102.19631313775773,0.9655
UDS_6326,-101.43253641790255,-101.86824881223137,-102.03987068250157,-101.34787810945508,-101.80487372358078,-101.9654520415844,0.7118
UDS_6331,-104.87522291150174,-105.59307802420649,-106.05326139621552,-104.75560361560744,-105.49810759809765,-105.93666832593861,1.6335
UDS_6332,-102.25470864243233,-102.7646539621596,-102.99204489727927,-102.25451520503083,-102.76439916946319,-102.99015275483768,1.1642
UDS_6337,-104.40031405300495,-105.78758329658038,-107.6061301785632,-103.9578719523695,-105.66676197878401,-107.57641761498768,1.8311
UDS_6345,-103.29375616826155,-103.89060675699098,-104.29317128838883,-103.02570532279275,-103.69779728997537,-104.08529512569088,1.9936
UDS_6346,-103.88832226580413,-104.53725849066699,-104.88293712881008,-103.88832226580413,-104.53725849066699,-104.88293712881008,1.3626
UDS_6348,-101.68250936822908,-102.10765668429416,-102.34278667630508,-101.40515950861277,-101.91504347304515,-102.14079705841961,1.0451
UDS_6354,-101.44753952890235,-102.36071374088118,-102.86881193413963,-101.44753952890235,-102.36071374088118,-102.86881193413963,0.5271
